TransactionID,ProductID,CustomerID,SaleDate,Quantity,UnitPrice,Region,SalesChannel
1108,P007,C118,2021-04-28,27,100.5,Asia,Partner
1109,P002,C112,2021-04-29,78,250.0,Asia,Online
1110,P015,C116,2021-04-30,29,100.5,North America,Partner
1111,P011,C120,2021-05-01,73,250.0,Asia,Online
1112,P008,C114,2021-05-01,74,50.25,North America,Retail Store
1113,P010,C101,2021-05-01,56,100.5,Asia,Partner
1114,P020,C101,2021-05-02,71,50.25,Europe,Partner
1115,P007,C110,2021-05-03,9,100.5,Europe,Retail Store
1116,P015,C103,2021-05-03,42,100.5,Asia,Partner
1117,P013,C118,2021-05-03,47,50.25,Europe,Retail Store
1118,P008,C117,2021-05-05,53,50.25,Asia,Partner
1119,P011,C102,2021-05-05,53,250.0,North America,Retail Store
1120,P018,C111,2021-05-05,19,250.0,Asia,Retail Store
1121,P002,C120,2021-05-05,68,250.0,North America,Partner
1122,P005,C106,2021-05-06,15,100.5,North America,Partner
1123,P005,C117,2021-05-06,60,100.5,Asia,Online
1124,P006,C114,2021-05-08,79,250.0,North America,Partner
1125,P013,C105,2021-05-08,8,50.25,Europe,Partner
1126,P015,C118,2021-05-08,70,100.5,Asia,Retail Store
1127,P017,C105,2021-05-09,1,250.0,Europe,Online
1128,P015,C113,2021-05-09,100,100.5,Europe,Retail Store
1129,P002,C117,2021-05-09,73,250.0,Asia,Partner
1130,P014,C110,2021-05-10,94,250.0,Europe,Retail Store
1131,P008,C117,2021-05-10,43,50.25,Europe,Retail Store
1132,P017,C118,2021-05-12,99,250.0,North America,Online
1133,P020,C110,2021-05-12,53,50.25,Asia,Retail Store
1134,P019,C105,2021-05-12,65,100.5,Asia,Online
1135,P020,C110,2021-05-13,12,50.25,North America,Online
1136,P002,C106,2021-05-13,73,250.0,Asia,Online
1137,P010,C120,2021-05-13,58,100.5,Asia,Online
1138,P020,C103,2021-05-13,60,50.25,North America,Online
1139,P005,C107,2021-05-14,62,100.5,Asia,Partner
1140,P016,C104,2021-05-15,62,50.25,Europe,Online
1141,P006,C101,2021-05-15,88,250.0,Europe,Retail Store
1142,P019,C120,2021-05-16,17,100.5,Asia,Partner
1143,P002,C102,2021-05-16,83,250.0,North America,Partner
1144,P015,C120,2021-05-16,40,100.5,Europe,Online
1145,P020,C105,2021-05-18,99,50.25,North America,Online
1146,P018,C111,2021-05-18,53,250.0,Asia,Retail Store
1147,P013,C111,2021-05-19,52,50.25,Europe,Retail Store
1148,P007,C118,2021-05-20,47,100.5,Europe,Online
1149,P009,C112,2021-05-21,24,250.0,Asia,Partner
1150,P018,C105,2021-05-21,53,250.0,Europe,Retail Store
1151,P011,C111,2021-05-21,93,250.0,Asia,Partner
1152,P005,C111,2021-05-21,85,100.5,North America,Online
1153,P017,C118,2021-05-21,95,250.0,North America,Partner
1154,P013,C111,2021-05-21,79,50.25,Asia,Partner
1155,P016,C115,2021-05-23,57,50.25,North America,Partner
1156,P007,C120,2021-05-24,53,100.5,North America,Retail Store
1157,P012,C114,2021-05-24,16,100.5,North America,Partner
1158,P015,C108,2021-05-25,52,100.5,North America,Partner
1159,P019,C114,2021-05-26,73,100.5,Europe,Partner
1160,P018,C111,2021-05-27,86,250.0,North America,Retail Store
1161,P020,C105,2021-05-27,6,50.25,North America,Online
1162,P018,C112,2021-05-27,94,250.0,North America,Online
1163,P011,C118,2021-05-27,7,250.0,North America,Online
1164,P014,C110,2021-05-27,96,250.0,Asia,Partner
1165,P014,C118,2021-05-28,50,250.0,Europe,Online
1166,P005,C105,2021-05-28,69,100.5,Europe,Retail Store
1167,P008,C112,2021-05-28,39,50.25,North America,Partner
1168,P020,C119,2021-05-28,26,50.25,North America,Partner
1169,P017,C104,2021-05-28,59,250.0,North America,Online
1170,P004,C110,2021-05-28,61,250.0,North America,Retail Store
1171,P017,C105,2021-05-28,38,250.0,Europe,Partner
1172,P004,C102,2021-05-29,46,250.0,North America,Online
1173,P001,C106,2021-05-29,76,100.5,Asia,Online
1174,P015,C104,2021-05-29,40,100.5,Asia,Partner
1175,P009,C101,2021-05-29,64,250.0,Europe,Partner
1176,P011,C111,2021-05-29,63,250.0,North America,Online
1177,P004,C101,2021-05-30,81,250.0,North America,Partner
1178,P017,C105,2021-05-30,83,250.0,Europe,Online
1179,P018,C103,2021-05-30,73,250.0,North America,Online
1180,P017,C120,2021-05-31,92,250.0,Asia,Retail Store
1181,P003,C110,2021-05-31,18,50.25,North America,Partner
1182,P003,C111,2021-06-01,23,50.25,Europe,Partner
1183,P009,C118,2021-06-01,80,250.0,Asia,Online
1184,P017,C103,2021-06-01,93,250.0,Asia,Partner
1185,P006,C113,2021-06-02,61,250.0,North America,Online
1186,P001,C105,2021-06-02,85,100.5,Europe,Online
1187,P001,C120,2021-06-03,31,100.5,North America,Partner
1188,P013,C111,2021-06-03,83,50.25,Asia,Online
1189,P003,C113,2021-06-04,56,50.25,Asia,Online
1190,P020,C119,2021-06-04,12,50.25,North America,Retail Store
1191,P010,C108,2021-06-04,36,100.5,North America,Partner
1192,P003,C115,2021-06-04,4,50.25,Europe,Partner
1193,P008,C113,2021-06-05,91,50.25,North America,Retail Store
1194,P004,C104,2021-06-06,85,250.0,North America,Online
1195,P009,C111,2021-06-07,53,250.0,Asia,Online
1196,P002,C110,2021-06-07,6,250.0,Europe,Partner
1197,P012,C103,2021-06-07,91,100.5,Europe,Partner
1198,P020,C118,2021-06-07,83,50.25,Asia,Online
1199,P003,C118,2021-06-08,93,50.25,North America,Online
1200,P005,C115,2021-06-08,43,100.5,Europe,Retail Store
1201,P011,C118,2021-06-08,3,250.0,North America,Partner
1202,P004,C108,2021-06-08,50,250.0,North America,Online
1203,P003,C110,2021-06-08,60,50.25,Europe,Partner
1204,P016,C120,2021-06-08,12,50.25,North America,Online
1205,P006,C106,2021-06-10,52,250.0,Asia,Retail Store
1206,P018,C117,2021-06-11,74,250.0,Asia,Online
1207,P017,C115,2021-06-11,92,250.0,North America,Online
1208,P019,C107,2021-06-11,79,100.5,Asia,Partner
1209,P005,C116,2021-06-11,26,100.5,Europe,Retail Store
1210,P002,C112,2021-06-11,96,250.0,Europe,Retail Store
1211,P020,C119,2021-06-11,23,50.25,Europe,Partner
1212,P017,C108,2021-06-12,81,250.0,North America,Partner
1213,P011,C110,2021-06-12,87,250.0,Europe,Retail Store
1214,P010,C103,2021-06-13,52,100.5,Asia,Online
1215,P009,C112,2021-06-14,32,250.0,North America,Retail Store
1216,P012,C103,2021-06-14,2,100.5,Asia,Partner
1217,P012,C104,2021-06-14,62,100.5,Asia,Online
1218,P001,C113,2021-06-14,85,100.5,Asia,Online
1219,P007,C105,2021-06-14,70,100.5,Asia,Online
1220,P006,C118,2021-06-16,57,250.0,Europe,Retail Store
1221,P020,C108,2021-06-16,30,50.25,North America,Partner
1222,P019,C104,2021-06-16,83,100.5,Europe,Online
1223,P015,C109,2021-06-16,71,100.5,North America,Online
1224,P013,C103,2021-06-16,14,50.25,Asia,Partner
1225,P010,C112,2021-06-17,74,100.5,North America,Partner
1226,P006,C114,2021-06-17,1,250.0,Asia,Retail Store
1227,P010,C114,2021-06-17,41,100.5,Europe,Partner
1228,P001,C120,2021-06-18,35,100.5,Asia,Partner
1229,P006,C115,2021-06-18,63,250.0,Asia,Retail Store
1230,P016,C117,2021-06-19,90,50.25,Asia,Retail Store
1231,P020,C114,2021-06-19,24,50.25,Europe,Partner
1232,P014,C108,2021-06-19,32,250.0,Asia,Online
1233,P013,C117,2021-06-20,7,50.25,North America,Retail Store
1234,P016,C117,2021-06-20,64,50.25,Europe,Online
1235,P011,C113,2021-06-20,69,250.0,North America,Partner
1236,P020,C101,2021-06-21,100,50.25,Asia,Retail Store
1237,P012,C118,2021-06-21,28,100.5,North America,Partner
1238,P003,C105,2021-06-22,54,50.25,Europe,Partner
1239,P014,C105,2021-06-23,73,250.0,North America,Retail Store
1240,P001,C107,2021-06-23,63,100.5,North America,Retail Store
1241,P018,C107,2021-06-24,23,250.0,Europe,Online
1242,P008,C106,2021-06-24,86,50.25,North America,Partner
1243,P003,C113,2021-06-24,35,50.25,Asia,Partner
1244,P014,C108,2021-06-25,26,250.0,North America,Online
1245,P005,C102,2021-06-26,94,100.5,Europe,Retail Store
1246,P013,C117,2021-06-26,79,50.25,Asia,Partner
1247,P007,C117,2021-06-27,64,100.5,Asia,Online
1248,P005,C110,2021-06-28,91,100.5,Asia,Online
1249,P012,C115,2021-06-29,86,100.5,Europe,Online
1250,P020,C108,2021-06-30,38,50.25,North America,Online
1251,P002,C101,2021-06-30,72,250.0,Europe,Online
1252,P018,C108,2021-07-01,50,250.0,Asia,Retail Store
1253,P011,C105,2021-07-01,95,250.0,Asia,Partner
1254,P011,C118,2021-07-02,61,250.0,Europe,Partner
1255,P009,C115,2021-07-03,64,250.0,North America,Partner
1256,P007,C102,2021-07-04,80,100.5,North America,Online
1257,P006,C112,2021-07-04,12,250.0,North America,Partner
1258,P007,C105,2021-07-05,25,100.5,North America,Partner
1259,P010,C106,2021-07-05,89,100.5,Asia,Partner
1260,P009,C104,2021-07-05,10,250.0,North America,Partner
1261,P018,C116,2021-07-06,39,250.0,Asia,Retail Store
1262,P010,C118,2021-07-06,11,100.5,Europe,Retail Store
1263,P007,C109,2021-07-07,25,100.5,North America,Online
1264,P020,C111,2021-07-08,66,50.25,Asia,Retail Store
1265,P010,C113,2021-07-08,81,100.5,Asia,Online
1266,P013,C111,2021-07-08,34,50.25,Europe,Online
1267,P004,C106,2021-07-09,47,250.0,North America,Retail Store
1268,P014,C107,2021-07-09,61,250.0,Asia,Retail Store
1269,P006,C119,2021-07-09,14,250.0,North America,Retail Store
1270,P006,C111,2021-07-09,16,250.0,Europe,Online
1271,P009,C102,2021-07-09,39,250.0,Asia,Online
1272,P017,C104,2021-07-10,31,250.0,Asia,Retail Store
1273,P014,C115,2021-07-10,15,250.0,North America,Online
1274,P012,C116,2021-07-11,81,100.5,Europe,Partner
1275,P015,C103,2021-07-11,51,100.5,North America,Retail Store
1276,P015,C118,2021-07-12,28,100.5,Asia,Retail Store
1277,P019,C113,2021-07-12,1,100.5,Europe,Partner
1278,P005,C101,2021-07-13,95,100.5,North America,Online
1279,P006,C116,2021-07-14,19,250.0,Asia,Retail Store
1280,P019,C106,2021-07-15,90,100.5,North America,Retail Store
1281,P006,C108,2021-07-15,6,250.0,Europe,Partner
1282,P011,C108,2021-07-15,42,250.0,North America,Online
1283,P008,C107,2021-07-16,68,50.25,North America,Partner
1284,P010,C101,2021-07-16,29,100.5,North America,Partner
1285,P008,C101,2021-07-16,98,50.25,Europe,Retail Store
1286,P007,C111,2021-07-17,5,100.5,Asia,Partner
1287,P014,C107,2021-07-17,46,250.0,Europe,Online
1288,P016,C102,2021-07-18,87,50.25,Asia,Online
1289,P002,C109,2021-07-18,15,250.0,Europe,Retail Store
1290,P016,C109,2021-07-19,68,50.25,Europe,Online
1291,P005,C107,2021-07-19,82,100.5,Europe,Partner
1292,P010,C102,2021-07-19,46,100.5,Europe,Retail Store
1293,P005,C120,2021-07-20,64,100.5,Europe,Retail Store
1294,P005,C116,2021-07-20,27,100.5,Asia,Partner
1295,P006,C120,2021-07-21,92,250.0,Asia,Retail Store
1296,P014,C111,2021-07-21,14,250.0,North America,Online
1297,P020,C113,2021-07-21,3,50.25,Europe,Online
1298,P006,C120,2021-07-22,74,250.0,Asia,Online
1299,P003,C104,2021-07-22,36,50.25,North America,Partner
1300,P001,C101,2021-07-23,12,100.5,Asia,Partner
1301,P016,C116,2021-07-23,21,50.25,Asia,Online
1302,P016,C101,2021-07-23,49,50.25,Asia,Partner
1303,P009,C114,2021-07-23,72,250.0,Europe,Partner
1304,P015,C112,2021-07-23,34,100.5,Asia,Online
1305,P002,C118,2021-07-23,21,250.0,North America,Retail Store
1306,P005,C113,2021-07-24,48,100.5,Asia,Retail Store
1307,P002,C120,2021-07-24,92,250.0,Europe,Partner
1308,P005,C115,2021-07-25,81,100.5,Europe,Retail Store
1309,P008,C119,2021-07-25,67,50.25,Europe,Partner
1310,P001,C110,2021-07-25,9,100.5,North America,Online
1311,P017,C108,2021-07-25,72,250.0,Asia,Partner
1312,P019,C105,2021-07-26,24,100.5,Europe,Retail Store
1313,P008,C114,2021-07-26,49,50.25,North America,Online
1314,P015,C112,2021-07-29,93,100.5,Europe,Retail Store
1315,P020,C120,2021-07-29,9,50.25,North America,Retail Store
1316,P010,C115,2021-07-29,71,100.5,Europe,Retail Store
1317,P019,C107,2021-07-29,42,100.5,Europe,Retail Store
1318,P015,C114,2021-07-31,23,100.5,Asia,Partner
1319,P004,C104,2021-08-02,63,250.0,Europe,Online
1320,P009,C109,2021-08-02,2,250.0,Asia,Online
1321,P010,C119,2021-08-03,8,100.5,Asia,Retail Store
1322,P010,C106,2021-08-03,30,100.5,Europe,Retail Store
1323,P005,C115,2021-08-03,48,100.5,North America,Online
1324,P016,C115,2021-08-05,2,50.25,Asia,Retail Store
1325,P006,C103,2021-08-05,100,250.0,North America,Retail Store
1326,P017,C103,2021-08-05,33,250.0,North America,Partner
1327,P017,C114,2021-08-05,7,250.0,North America,Retail Store
1328,P002,C112,2021-08-06,27,250.0,Europe,Retail Store
1329,P012,C101,2021-08-06,45,100.5,Europe,Retail Store
1330,P014,C115,2021-08-06,21,250.0,Asia,Retail Store
1331,P004,C113,2021-08-06,59,250.0,Asia,Partner
1332,P020,C101,2021-08-06,63,50.25,North America,Online
1333,P005,C109,2021-08-08,82,100.5,Asia,Retail Store
1334,P011,C105,2021-08-08,80,250.0,Asia,Online
1335,P006,C102,2021-08-09,13,250.0,Europe,Partner
1336,P016,C112,2021-08-09,89,50.25,Europe,Online
1337,P005,C108,2021-08-09,17,100.5,North America,Online
1338,P014,C104,2021-08-10,16,250.0,Europe,Online
1339,P012,C103,2021-08-11,8,100.5,Asia,Partner
1340,P008,C108,2021-08-11,56,50.25,Asia,Online
1341,P018,C105,2021-08-11,28,250.0,North America,Partner
1342,P019,C119,2021-08-11,54,100.5,North America,Partner
1343,P011,C113,2021-08-11,16,250.0,Asia,Partner
1344,P016,C119,2021-08-12,54,50.25,Europe,Retail Store
1345,P020,C109,2021-08-12,35,50.25,Europe,Online
1346,P014,C106,2021-08-13,29,250.0,Europe,Partner
1347,P011,C102,2021-08-13,93,250.0,North America,Retail Store
1348,P012,C118,2021-08-13,11,100.5,Europe,Retail Store
1349,P009,C119,2021-08-14,46,250.0,North America,Partner
1350,P003,C110,2021-08-14,54,50.25,North America,Partner
1351,P009,C113,2021-08-15,61,250.0,Asia,Partner
1352,P015,C105,2021-08-15,21,100.5,North America,Retail Store
1353,P001,C105,2021-08-15,9,100.5,Europe,Partner
1354,P002,C112,2021-08-16,23,250.0,Asia,Partner
1355,P003,C120,2021-08-16,75,50.25,Europe,Partner
1356,P010,C115,2021-08-18,87,100.5,Europe,Partner
1357,P018,C108,2021-08-18,88,250.0,Asia,Retail Store
1358,P002,C104,2021-08-19,47,250.0,Europe,Partner
1359,P001,C103,2021-08-19,89,100.5,Europe,Partner
1360,P004,C105,2021-08-20,52,250.0,Asia,Partner
1361,P009,C119,2021-08-20,60,250.0,Asia,Partner
1362,P003,C117,2021-08-20,25,50.25,Europe,Retail Store
1363,P010,C101,2021-08-21,80,100.5,North America,Retail Store
1364,P006,C115,2021-08-21,61,250.0,Europe,Retail Store
1365,P007,C120,2021-08-21,16,100.5,North America,Retail Store
1366,P004,C101,2021-08-21,64,250.0,North America,Retail Store
1367,P003,C101,2021-08-22,13,50.25,Asia,Online
1368,P017,C111,2021-08-22,75,250.0,Europe,Partner
1369,P019,C110,2021-08-23,89,100.5,Europe,Partner
1370,P001,C110,2021-08-23,88,100.5,Asia,Online
1371,P016,C112,2021-08-23,57,50.25,Asia,Partner
1372,P004,C110,2021-08-23,23,250.0,Europe,Partner
1373,P002,C110,2021-08-24,97,250.0,Europe,Partner
1374,P012,C113,2021-08-24,28,100.5,Asia,Online
1375,P001,C116,2021-08-25,6,100.5,North America,Online
1376,P016,C116,2021-08-25,52,50.25,Asia,Online
1377,P019,C106,2021-08-26,87,100.5,North America,Online
1378,P005,C119,2021-08-26,44,100.5,Asia,Online
1379,P011,C120,2021-08-28,6,250.0,North America,Partner
1380,P018,C115,2021-08-28,39,250.0,Asia,Online
1381,P007,C120,2021-08-28,23,100.5,Europe,Retail Store
1382,P016,C118,2021-08-29,29,50.25,North America,Online
1383,P011,C110,2021-08-30,38,250.0,Asia,Partner
1384,P007,C110,2021-08-30,68,100.5,Europe,Online
1385,P003,C101,2021-08-31,86,50.25,Europe,Online
1386,P012,C115,2021-09-01,65,100.5,Asia,Online
1387,P015,C103,2021-09-01,26,100.5,Asia,Retail Store
1388,P019,C108,2021-09-01,50,100.5,North America,Partner
1389,P016,C119,2021-09-01,7,50.25,Europe,Online
1390,P017,C105,2021-09-02,98,250.0,Europe,Partner
1391,P003,C117,2021-09-02,60,50.25,North America,Retail Store
1392,P012,C118,2021-09-03,29,100.5,Europe,Partner
1393,P002,C116,2021-09-03,5,250.0,Europe,Partner
1394,P020,C108,2021-09-03,73,50.25,North America,Online
1395,P016,C116,2021-09-03,34,50.25,Asia,Retail Store
1396,P004,C112,2021-09-04,94,250.0,Asia,Online
1397,P020,C120,2021-09-04,8,50.25,Asia,Retail Store
1398,P013,C116,2021-09-04,36,50.25,North America,Retail Store
1399,P015,C120,2021-09-05,98,100.5,Europe,Online
1400,P001,C105,2021-09-05,37,100.5,Europe,Retail Store
1401,P013,C115,2021-09-05,85,50.25,Asia,Online
1402,P003,C114,2021-09-05,63,50.25,North America,Partner
1403,P007,C119,2021-09-06,29,100.5,Europe,Online
1404,P019,C101,2021-09-06,28,100.5,Asia,Online
1405,P016,C106,2021-09-06,5,50.25,Europe,Online
1406,P001,C103,2021-09-07,58,100.5,Asia,Partner
1407,P002,C104,2021-09-07,82,250.0,Europe,Retail Store
1408,P004,C119,2021-09-07,46,250.0,Europe,Partner
1409,P010,C116,2021-09-07,58,100.5,North America,Online
1410,P010,C106,2021-09-07,1,100.5,Asia,Online
1411,P012,C104,2021-09-07,75,100.5,Europe,Online
1412,P012,C115,2021-09-08,21,100.5,Asia,Retail Store
1413,P011,C108,2021-09-08,15,250.0,Asia,Retail Store
1414,P006,C111,2021-09-09,2,250.0,Asia,Online
1415,P007,C106,2021-09-09,6,100.5,Europe,Partner
1416,P008,C103,2021-09-10,97,50.25,North America,Partner
1417,P019,C105,2021-09-12,1,100.5,Europe,Online
1418,P019,C106,2021-09-12,7,100.5,Asia,Retail Store
1419,P020,C118,2021-09-12,27,50.25,Asia,Online
1420,P011,C113,2021-09-12,1,250.0,Asia,Partner
1421,P003,C118,2021-09-13,40,50.25,Asia,Online
1422,P015,C119,2021-09-13,4,100.5,Europe,Retail Store
1423,P015,C108,2021-09-13,6,100.5,North America,Online
1424,P009,C106,2021-09-13,8,250.0,North America,Retail Store
1425,P018,C105,2021-09-13,30,250.0,North America,Online
1426,P020,C106,2021-09-14,95,50.25,North America,Partner
1427,P011,C116,2021-09-14,86,250.0,Asia,Partner
1428,P002,C117,2021-09-14,8,250.0,Europe,Online
1429,P014,C105,2021-09-14,77,250.0,North America,Online
1430,P006,C104,2021-09-15,97,250.0,North America,Partner
1431,P020,C107,2021-09-15,82,50.25,North America,Partner
1432,P004,C104,2021-09-16,27,250.0,Asia,Online
1433,P004,C103,2021-09-16,17,250.0,Europe,Partner
1434,P014,C109,2021-09-19,88,250.0,Europe,Partner
1435,P008,C115,2021-09-20,22,50.25,North America,Partner
1436,P010,C117,2021-09-20,10,100.5,Asia,Online
1437,P012,C114,2021-09-20,46,100.5,North America,Retail Store
1438,P012,C102,2021-09-21,34,100.5,North America,Online
1439,P007,C120,2021-09-21,14,100.5,Europe,Partner
1440,P004,C107,2021-09-22,86,250.0,Asia,Retail Store
1441,P005,C116,2021-09-22,3,100.5,Europe,Partner
1442,P010,C115,2021-09-23,10,100.5,Asia,Retail Store
1443,P018,C102,2021-09-24,41,250.0,Europe,Online
1444,P001,C102,2021-09-24,50,100.5,Europe,Online
1445,P006,C101,2021-09-25,63,250.0,Asia,Online
1446,P020,C112,2021-09-25,89,50.25,North America,Online
1447,P016,C118,2021-09-25,69,50.25,Europe,Retail Store
1448,P011,C111,2021-09-26,39,250.0,Europe,Partner
1449,P009,C114,2021-09-27,86,250.0,Europe,Retail Store
1450,P003,C114,2021-09-27,98,50.25,North America,Online
1451,P014,C106,2021-09-28,48,250.0,Asia,Online
1452,P002,C108,2021-09-28,84,250.0,North America,Online
1453,P007,C110,2021-09-28,50,100.5,North America,Partner
1454,P013,C116,2021-09-28,13,50.25,Europe,Retail Store
1455,P006,C106,2021-09-29,89,250.0,Asia,Online
1456,P007,C117,2021-09-29,61,100.5,Europe,Partner
1457,P003,C118,2021-09-29,100,50.25,North America,Online
1458,P016,C109,2021-09-30,99,50.25,Asia,Partner
1459,P017,C118,2021-09-30,71,250.0,Asia,Online
1460,P013,C105,2021-09-30,55,50.25,Europe,Retail Store
1461,P020,C102,2021-10-01,33,50.25,Asia,Partner
1462,P006,C116,2021-10-01,16,250.0,Asia,Retail Store
1463,P015,C103,2021-10-02,61,100.5,North America,Retail Store
1464,P014,C118,2021-10-03,1,250.0,Europe,Online
1465,P016,C116,2021-10-03,58,50.25,Asia,Online
1466,P014,C109,2021-10-03,90,250.0,Europe,Partner
1467,P018,C118,2021-10-03,98,250.0,North America,Retail Store
1468,P014,C105,2021-10-04,38,250.0,Europe,Online
1469,P011,C102,2021-10-04,76,250.0,North America,Online
1470,P006,C101,2021-10-04,70,250.0,Asia,Retail Store
1471,P004,C111,2021-10-04,37,250.0,Asia,Partner
1472,P015,C102,2021-10-05,23,100.5,Asia,Partner
1473,P006,C117,2021-10-05,9,250.0,Europe,Retail Store
1474,P018,C103,2021-10-06,66,250.0,North America,Partner
1475,P001,C111,2021-10-06,84,100.5,Asia,Retail Store
1476,P011,C118,2021-10-06,86,250.0,Europe,Partner
1477,P019,C114,2021-10-07,40,100.5,Europe,Online
1478,P010,C111,2021-10-08,96,100.5,North America,Partner
1479,P006,C117,2021-10-08,51,250.0,Europe,Retail Store
1480,P005,C119,2021-10-08,81,100.5,Asia,Partner
1481,P006,C114,2021-10-08,51,250.0,North America,Partner
1482,P014,C111,2021-10-09,82,250.0,North America,Retail Store
1483,P009,C117,2021-10-09,46,250.0,Europe,Partner
1484,P006,C114,2021-10-10,32,250.0,Europe,Partner
1485,P020,C109,2021-10-10,13,50.25,Asia,Online
1486,P010,C107,2021-10-11,54,100.5,Europe,Online
1487,P005,C101,2021-10-11,59,100.5,Asia,Partner
1488,P010,C119,2021-10-11,89,100.5,North America,Retail Store
1489,P001,C102,2021-10-11,41,100.5,Asia,Retail Store
1490,P017,C103,2021-10-11,44,250.0,Europe,Retail Store
1491,P020,C113,2021-10-12,52,50.25,Europe,Online
1492,P014,C103,2021-10-12,8,250.0,Europe,Online
1493,P009,C116,2021-10-12,31,250.0,Asia,Online
1494,P008,C113,2021-10-12,3,50.25,North America,Online
1495,P003,C119,2021-10-13,76,50.25,Europe,Retail Store
1496,P012,C115,2021-10-13,19,100.5,Asia,Retail Store
1497,P014,C114,2021-10-13,60,250.0,Asia,Partner
1498,P020,C120,2021-10-14,72,50.25,North America,Partner
1499,P013,C116,2021-10-15,73,50.25,Asia,Retail Store
1500,P017,C101,2021-10-15,95,250.0,Asia,Retail Store
1501,P001,C107,2021-10-15,3,100.5,Asia,Online
1502,P017,C105,2021-10-16,48,250.0,Europe,Retail Store
1503,P011,C102,2021-10-17,64,250.0,Europe,Partner
1504,P016,C115,2021-10-17,91,50.25,Asia,Partner
1505,P016,C113,2021-10-17,56,50.25,North America,Partner
1506,P011,C119,2021-10-17,28,250.0,North America,Partner
1507,P006,C109,2021-10-18,4,250.0,Europe,Retail Store
1508,P020,C105,2021-10-18,65,50.25,Asia,Retail Store
1509,P010,C115,2021-10-19,61,100.5,Europe,Online
1510,P017,C120,2021-10-19,90,250.0,Europe,Retail Store
1511,P004,C106,2021-10-20,95,250.0,Asia,Retail Store
1512,P002,C107,2021-10-20,7,250.0,North America,Online
1513,P015,C115,2021-10-20,94,100.5,Europe,Online
1514,P016,C110,2021-10-20,17,50.25,Asia,Retail Store
1515,P016,C114,2021-10-21,19,50.25,Asia,Online
1516,P010,C107,2021-10-21,57,100.5,Asia,Retail Store
1517,P009,C103,2021-10-22,91,250.0,North America,Partner
1518,P004,C111,2021-10-22,3,250.0,Asia,Retail Store
1519,P005,C109,2021-10-23,88,100.5,Asia,Retail Store
1520,P012,C120,2021-10-24,56,100.5,Asia,Retail Store
1521,P008,C107,2021-10-25,35,50.25,Europe,Partner
1522,P012,C113,2021-10-26,39,100.5,North America,Online
1523,P002,C117,2021-10-26,47,250.0,Europe,Online
1524,P008,C114,2021-10-28,19,50.25,North America,Online
1525,P019,C116,2021-10-28,85,100.5,Asia,Retail Store
1526,P020,C116,2021-10-30,92,50.25,North America,Partner
1527,P004,C120,2021-10-30,16,250.0,Asia,Online
1528,P013,C105,2021-10-31,15,50.25,Asia,Partner
1529,P016,C110,2021-10-31,27,50.25,Asia,Online
1530,P002,C111,2021-10-31,61,250.0,Europe,Partner
1531,P007,C101,2021-11-01,40,100.5,Europe,Retail Store
1532,P020,C115,2021-11-01,48,50.25,Asia,Partner
1533,P001,C113,2021-11-02,39,100.5,North America,Online
1534,P002,C108,2021-11-02,71,250.0,Europe,Retail Store
1535,P002,C116,2021-11-03,21,250.0,Asia,Retail Store
1536,P001,C112,2021-11-03,46,100.5,Asia,Online
1537,P015,C120,2021-11-03,44,100.5,North America,Online
1538,P002,C112,2021-11-03,81,250.0,Asia,Retail Store
1539,P014,C102,2021-11-05,11,250.0,Europe,Retail Store
1540,P013,C113,2021-11-06,83,50.25,Asia,Online
1541,P012,C114,2021-11-06,34,100.5,Asia,Retail Store
1542,P016,C111,2021-11-06,65,50.25,North America,Online
1543,P017,C103,2021-11-07,60,250.0,Europe,Online
1544,P015,C105,2021-11-07,93,100.5,Asia,Retail Store
1545,P006,C120,2021-11-08,47,250.0,Europe,Online
1546,P012,C113,2021-11-08,12,100.5,North America,Online
1547,P017,C118,2021-11-09,67,250.0,Europe,Partner
1548,P007,C110,2021-11-10,74,100.5,North America,Online
1549,P014,C118,2021-11-10,26,250.0,Europe,Retail Store
1550,P020,C114,2021-11-10,58,50.25,Europe,Partner
1551,P018,C110,2021-11-10,45,250.0,North America,Retail Store
1552,P008,C104,2021-11-11,67,50.25,Asia,Online
1553,P019,C115,2021-11-13,49,100.5,Europe,Partner
1554,P016,C109,2021-11-13,46,50.25,North America,Partner
1555,P017,C116,2021-11-13,60,250.0,North America,Online
1556,P020,C108,2021-11-14,39,50.25,Europe,Partner
1557,P005,C104,2021-11-14,12,100.5,North America,Retail Store
1558,P020,C105,2021-11-15,86,50.25,North America,Retail Store
1559,P019,C109,2021-11-15,33,100.5,Asia,Online
1560,P003,C114,2021-11-16,86,50.25,Asia,Online
1561,P009,C105,2021-11-16,61,250.0,Asia,Retail Store
1562,P004,C113,2021-11-17,76,250.0,North America,Retail Store
1563,P004,C104,2021-11-17,74,250.0,Europe,Online
1564,P006,C118,2021-11-17,16,250.0,Asia,Retail Store
1565,P001,C111,2021-11-18,74,100.5,Europe,Retail Store
1566,P018,C111,2021-11-19,93,250.0,Asia,Partner
1567,P006,C106,2021-11-20,6,250.0,North America,Retail Store
1568,P013,C110,2021-11-20,86,50.25,Europe,Online
1569,P020,C108,2021-11-21,31,50.25,North America,Online
1570,P002,C116,2021-11-21,63,250.0,Asia,Partner
1571,P014,C114,2021-11-22,59,250.0,Asia,Partner
1572,P020,C120,2021-11-22,50,50.25,North America,Retail Store
